Title (English) / Titre (anglais),Title (French) / Titre (français),Organization / Organisation,Record ID / Identificateur du dossier,Date and Time Deleted/ Date et heure de suppression
Weekly Poultry Slaughter Report 2011-01-22 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-01-22 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,43a49b07-e7ca-4381-8318-5b009beb3c5d,
Weekly Poultry Slaughter Report 2011-01-22 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-01-22 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,98331ca9-f249-4ce7-8d3f-ccfc10753521,
Weekly Poultry Slaughter Report 2011-01-22 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-01-22 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,2bbd031f-5584-4d34-a32b-6372f6fc7170,
Weekly Poultry Slaughter Report 2011-01-22 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-01-22 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,39d7d30a-3664-40c8-b508-baafc3367bb2,
Weekly Poultry Slaughter Report 2011-01-29 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-01-29 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,135d43a4-3f04-4f6b-8b9c-979af34e0ac1,
Weekly Poultry Slaughter Report 2011-01-29 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-01-29 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,2db381bf-0626-4308-948d-c6fcfb6c5579,
Weekly Poultry Slaughter Report 2011-01-29 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-01-29 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,ed4a12e4-69fa-4ee1-9451-3a1e51527331,
Weekly Poultry Slaughter Report 2011-01-29 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-01-29 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,e729c2e5-4721-423e-b5ca-6a4e9a5e0235,
Weekly Poultry Slaughter Report 2011-02-05 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-02-05 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,3cf696c1-516e-4f7e-8273-c395ee3a8bf4,
Weekly Poultry Slaughter Report 2011-02-05 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-02-05 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,a1069f44-c01f-4eda-9e76-ce0804a3b3f0,
Weekly Poultry Slaughter Report 2011-02-05 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-02-05 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,77ac5597-8106-4fa0-a193-a448d782307b,
Weekly Poultry Slaughter Report 2011-02-05 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-02-05 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,2ae86f2a-940f-4c4a-96ae-79d36e7ac975,
Weekly Poultry Slaughter Report 2011-02-12 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-02-12 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,e3767e2e-d8f6-4fe9-b257-8e24e3339077,
Weekly Poultry Slaughter Report 2011-02-12 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-02-12 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,50a260f9-0edd-4059-80b7-835a2b96bd26,
Weekly Poultry Slaughter Report 2011-02-12 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-02-12 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,7a4ee5dd-b054-4d3c-b9c6-925f491c572c,
Weekly Poultry Slaughter Report 2011-02-12 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-02-12 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,47e3c249-2aca-49d7-9498-53cea89a734d,
Weekly Poultry Slaughter Report 2011-02-19 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-02-19 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,7c2b1c76-64c2-44bc-aeb8-a2207cb94374,
Weekly Poultry Slaughter Report 2011-02-19 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-02-19 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,5ce5e41d-9643-402f-9376-b4944e5f7e57,
Weekly Poultry Slaughter Report 2011-02-19 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-02-19 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,c397413b-1623-4cdb-afac-6a3fdfef6dee,
Weekly Poultry Slaughter Report 2011-02-19 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-02-19 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,6fee1928-a6ad-490a-82af-3b3c461e802f,
Weekly Poultry Slaughter Report 2011-02-26 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-02-26 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,6a0de8e2-5ee2-4ecc-ab01-de57ff837ec6,
Weekly Poultry Slaughter Report 2011-02-26 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-02-26 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,30795277-96a9-42c2-9b85-34d097d9ef3e,
Weekly Poultry Slaughter Report 2011-02-26 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-02-26 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,ffedb8de-f1a2-4560-b773-997034de0dea,
Weekly Poultry Slaughter Report 2011-02-26 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-02-26 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,c2c97e91-198c-456d-a143-d699ff4fd653,
Weekly Poultry Slaughter Report 2011-03-05 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-03-05 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,2e49c199-3c00-4754-a25c-b291582144f1,
Weekly Poultry Slaughter Report 2011-03-05 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-03-05 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,e26cc0ae-4cea-4aef-8ccf-8f930b6e9a3f,
Weekly Poultry Slaughter Report 2011-03-05 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-03-05 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,4259185c-a089-4ce9-9cfb-f5d5973c760a,
Weekly Poultry Slaughter Report 2011-03-05 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-03-05 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,b1760f38-a631-4ad7-a87f-d0f5d7dbf1ce,
Weekly Poultry Slaughter Report 2011-03-12 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-03-12 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,6cacbb1d-9561-4ae2-b8f5-6547549ef256,
Weekly Poultry Slaughter Report 2011-03-12 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-03-12 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,22ae298e-d87b-47ad-81f9-3e141c863939,
Weekly Poultry Slaughter Report 2011-03-12 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-03-12 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,5f27d424-0efb-4bb2-9ae6-c67bcecfc162,
Weekly Poultry Slaughter Report 2011-03-12 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-03-12 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,529d017d-b35b-42ce-9feb-baf1045e3107,
Weekly Poultry Slaughter Report 2011-03-19 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-03-19 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,cfd45011-fd42-47b0-9152-d9ace2e795f7,
Weekly Poultry Slaughter Report 2011-03-19 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-03-19 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,8ae70a35-541e-4c6d-aae3-16ecd2743b1d,
Weekly Poultry Slaughter Report 2011-03-19 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-03-19 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,0dfe1b0f-fe7b-4d6d-8884-f6cd03f2c9b5,
Weekly Poultry Slaughter Report 2011-03-19 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-03-19 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,aa699042-4d7d-433d-b4b3-4c7932f1f48f,
Weekly Poultry Slaughter Report 2011-03-26 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-03-26 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,d5f49693-0176-4b6c-824d-7f5fc3a8c10c,
Weekly Poultry Slaughter Report 2011-03-26 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-03-26 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,84a30940-55e7-4636-b19a-6465eaa05ca9,
Weekly Poultry Slaughter Report 2011-03-26 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-03-26 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,93a10e77-315a-4832-8096-5c53834cacb3,
Weekly Poultry Slaughter Report 2011-03-26 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-03-26 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,3bb16824-6367-462d-8b61-7c37e147fde1,
Weekly Poultry Slaughter Report 2011-04-02 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-04-02 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,a4944da9-fa51-418a-b1c1-bc97898082e3,
Weekly Poultry Slaughter Report 2011-04-02 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-04-02 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,ead924fe-477d-4005-b9da-df83ae83165f,
Weekly Poultry Slaughter Report 2011-04-02 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-04-02 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,b48669cb-04c1-4e2f-817d-994fa1735797,
Weekly Poultry Slaughter Report 2011-04-02 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-04-02 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,37ba5efe-5841-4417-924a-3accddd53272,
Weekly Poultry Slaughter Report 2011-04-09 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-04-09 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,37e9304a-8404-42e1-b039-2b894f482a00,
Weekly Poultry Slaughter Report 2011-04-09 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-04-09 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,e7a806a9-906a-4b17-b1cc-395790791454,
Weekly Poultry Slaughter Report 2011-04-09 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-04-09 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,5041aadb-cde1-416b-9bcc-963973629712,
Weekly Poultry Slaughter Report 2011-04-09 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-04-09 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,cd74dbf1-f77e-40d8-9999-159f9ad84da1,
Weekly Poultry Slaughter Report 2011-04-16 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-04-16 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,ec2e8e2f-124c-4c76-b544-4878b27d2448,
Weekly Poultry Slaughter Report 2011-04-16 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-04-16 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,be671775-6442-4510-a60c-d128a7ce73af,
Weekly Poultry Slaughter Report 2011-04-16 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-04-16 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,cd9c37d5-5d88-4c10-b67a-79980c9376fa,
Weekly Poultry Slaughter Report 2011-04-16 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-04-16 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,ca62433e-018c-4c19-8e0a-9b8958afaba3,
Weekly Poultry Slaughter Report 2011-04-23 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-04-23 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,7dd19822-2cae-471b-96e6-389eb68b8d5c,
Weekly Poultry Slaughter Report 2011-04-23 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-04-23 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,9e1433d4-029f-4416-a11f-81b22d5bcb45,
Weekly Poultry Slaughter Report 2011-04-23 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-04-23 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,14344f23-c832-49b6-b7c1-6a105c39704d,
Weekly Poultry Slaughter Report 2011-04-23 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-04-23 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,93e376e3-c979-4fb2-9c88-9141d7703b82,
Weekly Poultry Slaughter Report 2011-04-30 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-04-30 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,c0058b3b-fb79-4a4c-b7e5-9c1b505e07f4,
Weekly Poultry Slaughter Report 2011-04-30 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-04-30 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,23bb25f7-402a-4ff3-bf78-b7dd592be06f,
Weekly Poultry Slaughter Report 2011-04-30 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-04-30 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,6d5abd0b-f6af-4450-aed3-20f19db45fb5,
Weekly Poultry Slaughter Report 2011-04-30 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-04-30 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,eecdc9ab-b0ed-43d6-8d9d-7449906bc41c,
Weekly Poultry Slaughter Report 2011-05-07 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-05-07 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,7e76847b-65e4-4b8e-a072-401f07b293cc,
Weekly Poultry Slaughter Report 2011-05-07 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-05-07 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,eba600ca-7499-4174-890a-fec7f816ea2b,
Weekly Poultry Slaughter Report 2011-05-07 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-05-07 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,f54850aa-046e-4118-a8f7-920e01d1e21b,
Weekly Poultry Slaughter Report 2011-05-07 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-05-07 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,62cc593f-8d8f-4fe6-8b0c-a9a72914364f,
Weekly Poultry Slaughter Report 2011-05-14 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-05-14 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,c7cd4b51-1d89-4031-a664-d5f3f1440756,
Weekly Poultry Slaughter Report 2011-05-14 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-05-14 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,e002b443-dc9b-450a-a993-7b61fa36cca7,
Weekly Poultry Slaughter Report 2011-05-14 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-05-14 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,7da674cb-2831-4e50-a2e9-d7f2835638a3,
Weekly Poultry Slaughter Report 2011-05-14 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-05-14 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,f0c88e54-862d-4828-b9cf-08703109102e,
Weekly Poultry Slaughter Report 2011-05-21 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-05-21 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,9b93b849-d6b3-4a20-ba08-314fb2853a83,
Weekly Poultry Slaughter Report 2011-05-21 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-05-21 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,eabaca30-dc7d-433b-a953-35e21128c731,
Weekly Poultry Slaughter Report 2011-05-21 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-05-21 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,ae554647-8fb8-42ff-9308-6527dd62fa75,
Weekly Poultry Slaughter Report 2011-05-21 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-05-21 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,500343ff-250c-431b-87df-3f69bd750b18,
Weekly Poultry Slaughter Report 2011-05-28 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-05-28 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,1ce033ad-1ea7-4423-b313-aee3d81bb087,
Weekly Poultry Slaughter Report 2011-05-28 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-05-28 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,7b4a6c08-73ec-4fc1-8b82-04c24554e08d,
Weekly Poultry Slaughter Report 2011-05-28 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-05-28 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,305cb312-6700-4cba-ad20-7731857a984c,
Weekly Poultry Slaughter Report 2011-05-28 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-05-28 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,95abf373-0cda-412a-ad53-cd9b96a7882f,
Weekly Poultry Slaughter Report 2011-06-04 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-06-04 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,b87c6bfb-d246-44d1-88a0-a777e3fdf267,
Weekly Poultry Slaughter Report 2011-06-04 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-06-04 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,abffd497-9e17-46b0-8a45-80d479b7fbd2,
Weekly Poultry Slaughter Report 2011-06-04 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-06-04 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,d441da9d-ad3a-46df-8a52-e7bc816461ea,
Weekly Poultry Slaughter Report 2011-06-04 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-06-04 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,0cb63f5e-ef56-4481-94df-9fbff734bb75,
Weekly Poultry Slaughter Report 2011-06-11 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-06-11 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,a2c03ced-4a85-4b4c-88b6-84bb45d8152a,
Weekly Poultry Slaughter Report 2011-06-11 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-06-11 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,daffdad7-6da4-4e82-bf10-52d252df2158,
Weekly Poultry Slaughter Report 2011-06-11 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-06-11 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,343c3328-c63f-435a-8950-f6787ac712ab,
Weekly Poultry Slaughter Report 2011-06-11 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-06-11 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,4b8391de-304b-4328-916d-34588510eb8a,
Weekly Poultry Slaughter Report 2011-06-18 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-06-18 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,637c255b-3350-4d88-80f4-6433bceb4750,
Weekly Poultry Slaughter Report 2011-06-18 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-06-18 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,627e6660-6f3b-4882-a993-198fac9bda75,
Weekly Poultry Slaughter Report 2011-06-18 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-06-18 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,dc3e4a87-efe7-4a43-841c-f167ac7fb8ad,
Weekly Poultry Slaughter Report 2011-06-18 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-06-18 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,95e313d7-6402-453d-b881-8bc85f58cbb4,
Weekly Poultry Slaughter Report 2011-06-25 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-06-25 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,b767e1ba-dea1-4c47-87e1-546fc8e175bd,
Weekly Poultry Slaughter Report 2011-06-25 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-06-25 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,9bbc6d9d-3188-463e-9f94-7f665fac1094,
Weekly Poultry Slaughter Report 2011-06-25 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-06-25 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,d805c5b6-4aa1-45b3-b06d-43d0489fa34e,
Weekly Poultry Slaughter Report 2011-06-25 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-06-25 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,6946d1cf-3870-4b57-acca-d3347904100d,
Weekly Poultry Slaughter Report 2011-07-02 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-07-02 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,470e14ff-d2e0-4ea5-afc1-ee072b0f88be,
Weekly Poultry Slaughter Report 2011-07-02 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-07-02 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,d4cd8d19-4dff-4832-81c9-e99329ecd18c,
Weekly Poultry Slaughter Report 2011-07-02 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-07-02 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,80bf87ce-1c57-47fc-b968-e0607f6e8938,
Weekly Poultry Slaughter Report 2011-07-02 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-07-02 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,6b07ddcd-0bcf-4f5b-abf2-a3c12edb2c1a,
Weekly Poultry Slaughter Report 2011-07-09 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-07-09 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,142a7349-c5e5-4d66-b51e-3840bdfbbf77,
Weekly Poultry Slaughter Report 2011-07-09 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-07-09 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,ff71d3d5-32fb-4439-8e51-d533a7b596b9,
Weekly Poultry Slaughter Report 2011-07-09 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-07-09 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,bc4ab90d-2375-46bd-8338-3112b3b84aaa,
Weekly Poultry Slaughter Report 2011-07-09 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-07-09 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,9cb1c1da-70ab-47f6-99c8-d99f17873024,
Weekly Poultry Slaughter Report 2011-07-16 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-07-16 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,0dff5a49-84f3-491a-964d-d321c9eb0304,
Weekly Poultry Slaughter Report 2011-07-16 Ducks / Geese 2011,Rapport hebdomadaire d'abattages de volailles 2011-07-16 Canard / Oie 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,9553e83b-2a5e-44fc-b1bb-bd0cf8e46faa,
Weekly Poultry Slaughter Report 2011-07-16 Mature Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-07-16 Poulet adulte 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,21bb90ab-0b6b-48cb-90ac-2f69fd34a645,
Weekly Poultry Slaughter Report 2011-07-16 Turkey 2011,Rapport hebdomadaire d'abattages de volailles 2011-07-16 Dindon 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,cc63b7b7-fc60-4649-8c8d-28ee851f0015,
Weekly Poultry Slaughter Report 2011-07-23 Chicken 2011,Rapport hebdomadaire d'abattages de volailles 2011-07-23 Poulet 2011,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,7309866b-af24-4d7d-bffb-c2bc6fcf8826,
